ListingInfo_Day,ListingInfo_Month,ListingInfo_Year,ListingInfo_DayofYear,ListingInfo_DayofMonth,ListingInfo_DayofWeek
363,10,2014,303,30,3
363,10,2014,303,30,3
283,8,2014,223,11,0
345,10,2014,285,12,6
357,10,2014,297,24,4
225,6,2014,165,14,5
348,10,2014,288,15,2
206,5,2014,146,26,0
356,10,2014,296,23,3
175,4,2014,115,25,4
339,10,2014,279,6,0
208,5,2014,148,28,2
357,10,2014,297,24,4
299,8,2014,239,27,2
301,8,2014,241,29,4
272,7,2014,212,31,3
124,3,2014,64,5,2
357,10,2014,297,24,4
299,8,2014,239,27,2
331,9,2014,271,28,6
317,9,2014,257,14,6
318,9,2014,258,15,0
166,4,2014,106,16,2
174,4,2014,114,24,3
229,6,2014,169,18,2
355,10,2014,295,22,2
252,7,2014,192,11,4
291,8,2014,231,19,1
271,7,2014,211,30,2
340,10,2014,280,7,1
363,10,2014,303,30,3
165,4,2014,105,15,1
294,8,2014,234,22,4
201,5,2014,141,21,2
298,8,2014,238,26,1
276,8,2014,216,4,0
356,10,2014,296,23,3
286,8,2014,226,14,3
108,2,2014,48,17,0
299,8,2014,239,27,2
101,2,2014,41,10,0
154,4,2014,94,4,4
269,7,2014,209,28,0
259,7,2014,199,18,4
342,10,2014,282,9,3
333,9,2014,273,30,1
238,6,2014,178,27,4
351,10,2014,291,18,5
138,3,2014,78,19,2
200,5,2014,140,20,1
308,9,2014,248,5,4
225,6,2014,165,14,5
276,8,2014,216,4,0
251,7,2014,191,10,3
164,4,2014,104,14,0
345,10,2014,285,12,6
345,10,2014,285,12,6
260,7,2014,200,19,5
237,6,2014,177,26,3
142,3,2014,82,23,6
291,8,2014,231,19,1
290,8,2014,230,18,0
166,4,2014,106,16,2
99,2,2014,39,8,5
105,2,2014,45,14,4
290,8,2014,230,18,0
172,4,2014,112,22,1
223,6,2014,163,12,3
129,3,2014,69,10,0
175,4,2014,115,25,4
305,9,2014,245,2,1
286,8,2014,226,14,3
350,10,2014,290,17,4
224,6,2014,164,13,4
220,6,2014,160,9,0
264,7,2014,204,23,2
274,8,2014,214,2,5
280,8,2014,220,8,4
299,8,2014,239,27,2
221,6,2014,161,10,1
175,4,2014,115,25,4
318,9,2014,258,15,0
319,9,2014,259,16,1
273,8,2014,213,1,4
207,5,2014,147,27,1
89,1,2014,29,29,2
206,5,2014,146,26,0
347,10,2014,287,14,1
166,4,2014,106,16,2
278,8,2014,218,6,2
319,9,2014,259,16,1
272,7,2014,212,31,3
108,2,2014,48,17,0
355,10,2014,295,22,2
343,10,2014,283,10,4
342,10,2014,282,9,3
277,8,2014,217,5,1
258,7,2014,198,17,3
179,4,2014,119,29,1
310,9,2014,250,7,6
83,1,2014,23,23,3
262,7,2014,202,21,0
210,5,2014,150,30,4
171,4,2014,111,21,0
199,5,2014,139,19,0
216,6,2014,156,5,3
176,4,2014,116,26,5
284,8,2014,224,12,1
196,5,2014,136,16,4
270,7,2014,210,29,1
289,8,2014,229,17,6
319,9,2014,259,16,1
361,10,2014,301,28,1
166,4,2014,106,16,2
166,4,2014,106,16,2
312,9,2014,252,9,1
180,4,2014,120,30,2
365,11,2014,305,1,5
356,10,2014,296,23,3
333,9,2014,273,30,1
319,9,2014,259,16,1
179,4,2014,119,29,1
256,7,2014,196,15,1
147,3,2014,87,28,4
214,6,2014,154,3,1
236,6,2014,176,25,2
279,8,2014,219,7,3
235,6,2014,175,24,1
272,7,2014,212,31,3
113,2,2014,53,22,5
265,7,2014,205,24,3
242,7,2014,182,1,1
316,9,2014,256,13,5
299,8,2014,239,27,2
270,7,2014,210,29,1
66,1,2014,6,6,0
241,6,2014,181,30,0
357,10,2014,297,24,4
131,3,2014,71,12,2
126,3,2014,66,7,4
361,10,2014,301,28,1
199,5,2014,139,19,0
350,10,2014,290,17,4
194,5,2014,134,14,2
353,10,2014,293,20,0
347,10,2014,287,14,1
263,7,2014,203,22,1
332,9,2014,272,29,0
243,7,2014,183,2,2
177,4,2014,117,27,6
299,8,2014,239,27,2
274,8,2014,214,2,5
139,3,2014,79,20,3
332,9,2014,272,29,0
139,3,2014,79,20,3
80,1,2014,20,20,0
168,4,2014,108,18,4
278,8,2014,218,6,2
218,6,2014,158,7,5
242,7,2014,182,1,1
272,7,2014,212,31,3
161,4,2014,101,11,4
250,7,2014,190,9,2
220,6,2014,160,9,0
347,10,2014,287,14,1
118,2,2014,58,27,3
306,9,2014,246,3,2
313,9,2014,253,10,2
118,2,2014,58,27,3
301,8,2014,241,29,4
308,9,2014,248,5,4
292,8,2014,232,20,2
221,6,2014,161,10,1
309,9,2014,249,6,5
254,7,2014,194,13,6
175,4,2014,115,25,4
237,6,2014,177,26,3
361,10,2014,301,28,1
331,9,2014,271,28,6
342,10,2014,282,9,3
336,10,2014,276,3,4
175,4,2014,115,25,4
101,2,2014,41,10,0
149,3,2014,89,30,6
294,8,2014,234,22,4
282,8,2014,222,10,6
176,4,2014,116,26,5
320,9,2014,260,17,2
269,7,2014,209,28,0
316,9,2014,256,13,5
350,10,2014,290,17,4
335,10,2014,275,2,3
207,5,2014,147,27,1
257,7,2014,197,16,2
221,6,2014,161,10,1
319,9,2014,259,16,1
354,10,2014,294,21,1
238,6,2014,178,27,4
298,8,2014,238,26,1
283,8,2014,223,11,0
200,5,2014,140,20,1
307,9,2014,247,4,3
253,7,2014,193,12,5
344,10,2014,284,11,5
168,4,2014,108,18,4
139,3,2014,79,20,3
313,9,2014,253,10,2
128,3,2014,68,9,6
226,6,2014,166,15,6
348,10,2014,288,15,2
268,7,2014,208,27,6
362,10,2014,302,29,2
151,4,2014,91,1,1
333,9,2014,273,30,1
274,8,2014,214,2,5
356,10,2014,296,23,3
337,10,2014,277,4,5
315,9,2014,255,12,4
341,10,2014,281,8,2
350,10,2014,290,17,4
337,10,2014,277,4,5
172,4,2014,112,22,1
280,8,2014,220,8,4
363,10,2014,303,30,3
360,10,2014,300,27,0
305,9,2014,245,2,1
172,4,2014,112,22,1
285,8,2014,225,13,2
269,7,2014,209,28,0
270,7,2014,210,29,1
254,7,2014,194,13,6
354,10,2014,294,21,1
299,8,2014,239,27,2
266,7,2014,206,25,4
152,4,2014,92,2,2
216,6,2014,156,5,3
149,3,2014,89,30,6
209,5,2014,149,29,3
340,10,2014,280,7,1
322,9,2014,262,19,4
351,10,2014,291,18,5
184,5,2014,124,4,6
237,6,2014,177,26,3
236,6,2014,176,25,2
232,6,2014,172,21,5
131,3,2014,71,12,2
287,8,2014,227,15,4
258,7,2014,198,17,3
195,5,2014,135,15,3
361,10,2014,301,28,1
166,4,2014,106,16,2
365,11,2014,305,1,5
167,4,2014,107,17,3
349,10,2014,289,16,3
245,7,2014,185,4,4
361,10,2014,301,28,1
312,9,2014,252,9,1
348,10,2014,288,15,2
179,4,2014,119,29,1
261,7,2014,201,20,6
328,9,2014,268,25,3
223,6,2014,163,12,3
342,10,2014,282,9,3
105,2,2014,45,14,4
222,6,2014,162,11,2
242,7,2014,182,1,1
225,6,2014,165,14,5
295,8,2014,235,23,5
317,9,2014,257,14,6
249,7,2014,189,8,1
342,10,2014,282,9,3
171,4,2014,111,21,0
241,6,2014,181,30,0
343,10,2014,283,10,4
268,7,2014,208,27,6
361,10,2014,301,28,1
360,10,2014,300,27,0
321,9,2014,261,18,3
139,3,2014,79,20,3
314,9,2014,254,11,3
286,8,2014,226,14,3
287,8,2014,227,15,4
243,7,2014,183,2,2
132,3,2014,72,13,3
346,10,2014,286,13,0
206,5,2014,146,26,0
308,9,2014,248,5,4
238,6,2014,178,27,4
309,9,2014,249,6,5
362,10,2014,302,29,2
355,10,2014,295,22,2
224,6,2014,164,13,4
180,4,2014,120,30,2
355,10,2014,295,22,2
314,9,2014,254,11,3
186,5,2014,126,6,1
192,5,2014,132,12,0
365,11,2014,305,1,5
244,7,2014,184,3,3
87,1,2014,27,27,0
343,10,2014,283,10,4
360,10,2014,300,27,0
171,4,2014,111,21,0
346,10,2014,286,13,0
131,3,2014,71,12,2
149,3,2014,89,30,6
285,8,2014,225,13,2
235,6,2014,175,24,1
62,1,2014,2,2,3
240,6,2014,180,29,6
245,7,2014,185,4,4
323,9,2014,263,20,5
242,7,2014,182,1,1
353,10,2014,293,20,0
118,2,2014,58,27,3
175,4,2014,115,25,4
298,8,2014,238,26,1
243,7,2014,183,2,2
237,6,2014,177,26,3
160,4,2014,100,10,3
295,8,2014,235,23,5
308,9,2014,248,5,4
258,7,2014,198,17,3
115,2,2014,55,24,0
341,10,2014,281,8,2
242,7,2014,182,1,1
210,5,2014,150,30,4
174,4,2014,114,24,3
298,8,2014,238,26,1
255,7,2014,195,14,0
102,2,2014,42,11,1
266,7,2014,206,25,4
147,3,2014,87,28,4
264,7,2014,204,23,2
256,7,2014,196,15,1
284,8,2014,224,12,1
234,6,2014,174,23,0
344,10,2014,284,11,5
272,7,2014,212,31,3
299,8,2014,239,27,2
180,4,2014,120,30,2
362,10,2014,302,29,2
325,9,2014,265,22,0
114,2,2014,54,23,6
307,9,2014,247,4,3
184,5,2014,124,4,6
147,3,2014,87,28,4
131,3,2014,71,12,2
236,6,2014,176,25,2
175,4,2014,115,25,4
197,5,2014,137,17,5
345,10,2014,285,12,6
255,7,2014,195,14,0
311,9,2014,251,8,0
202,5,2014,142,22,3
129,3,2014,69,10,0
231,6,2014,171,20,4
349,10,2014,289,16,3
207,5,2014,147,27,1
262,7,2014,202,21,0
154,4,2014,94,4,4
103,2,2014,43,12,2
312,9,2014,252,9,1
312,9,2014,252,9,1
223,6,2014,163,12,3
178,4,2014,118,28,0
316,9,2014,256,13,5
150,3,2014,90,31,0
315,9,2014,255,12,4
351,10,2014,291,18,5
150,3,2014,90,31,0
360,10,2014,300,27,0
269,7,2014,209,28,0
165,4,2014,105,15,1
206,5,2014,146,26,0
339,10,2014,279,6,0
224,6,2014,164,13,4
301,8,2014,241,29,4
368,11,2014,308,4,1
344,10,2014,284,11,5
243,7,2014,183,2,2
207,5,2014,147,27,1
203,5,2014,143,23,4
319,9,2014,259,16,1
354,10,2014,294,21,1
241,6,2014,181,30,0
346,10,2014,286,13,0
154,4,2014,94,4,4
123,3,2014,63,4,1
71,1,2014,11,11,5
248,7,2014,188,7,0
310,9,2014,250,7,6
168,4,2014,108,18,4
220,6,2014,160,9,0
142,3,2014,82,23,6
144,3,2014,84,25,1
353,10,2014,293,20,0
255,7,2014,195,14,0
166,4,2014,106,16,2
150,3,2014,90,31,0
369,11,2014,309,5,2
229,6,2014,169,18,2
270,7,2014,210,29,1
328,9,2014,268,25,3
346,10,2014,286,13,0
173,4,2014,113,23,2
221,6,2014,161,10,1
359,10,2014,299,26,6
179,4,2014,119,29,1
223,6,2014,163,12,3
266,7,2014,206,25,4
268,7,2014,208,27,6
348,10,2014,288,15,2
80,1,2014,20,20,0
126,3,2014,66,7,4
122,3,2014,62,3,0
251,7,2014,191,10,3
342,10,2014,282,9,3
187,5,2014,127,7,2
294,8,2014,234,22,4
195,5,2014,135,15,3
139,3,2014,79,20,3
318,9,2014,258,15,0
305,9,2014,245,2,1
229,6,2014,169,18,2
341,10,2014,281,8,2
312,9,2014,252,9,1
109,2,2014,49,18,1
133,3,2014,73,14,4
265,7,2014,205,24,3
364,10,2014,304,31,4
70,1,2014,10,10,4
87,1,2014,27,27,0
257,7,2014,197,16,2
242,7,2014,182,1,1
347,10,2014,287,14,1
310,9,2014,250,7,6
230,6,2014,170,19,3
312,9,2014,252,9,1
118,2,2014,58,27,3
361,10,2014,301,28,1
312,9,2014,252,9,1
223,6,2014,163,12,3
203,5,2014,143,23,4
326,9,2014,266,23,1
317,9,2014,257,14,6
264,7,2014,204,23,2
207,5,2014,147,27,1
237,6,2014,177,26,3
349,10,2014,289,16,3
357,10,2014,297,24,4
264,7,2014,204,23,2
208,5,2014,148,28,2
312,9,2014,252,9,1
167,4,2014,107,17,3
309,9,2014,249,6,5
345,10,2014,285,12,6
237,6,2014,177,26,3
74,1,2014,14,14,1
139,3,2014,79,20,3
189,5,2014,129,9,4
334,10,2014,274,1,2
310,9,2014,250,7,6
295,8,2014,235,23,5
355,10,2014,295,22,2
262,7,2014,202,21,0
208,5,2014,148,28,2
231,6,2014,171,20,4
208,5,2014,148,28,2
312,9,2014,252,9,1
284,8,2014,224,12,1
206,5,2014,146,26,0
325,9,2014,265,22,0
271,7,2014,211,30,2
349,10,2014,289,16,3
303,8,2014,243,31,6
348,10,2014,288,15,2
354,10,2014,294,21,1
211,5,2014,151,31,5
362,10,2014,302,29,2
318,9,2014,258,15,0
214,6,2014,154,3,1
195,5,2014,135,15,3
110,2,2014,50,19,2
170,4,2014,110,20,6
337,10,2014,277,4,5
69,1,2014,9,9,3
168,4,2014,108,18,4
242,7,2014,182,1,1
294,8,2014,234,22,4
255,7,2014,195,14,0
362,10,2014,302,29,2
341,10,2014,281,8,2
267,7,2014,207,26,5
353,10,2014,293,20,0
269,7,2014,209,28,0
229,6,2014,169,18,2
297,8,2014,237,25,0
129,3,2014,69,10,0
345,10,2014,285,12,6
312,9,2014,252,9,1
342,10,2014,282,9,3
342,10,2014,282,9,3
313,9,2014,253,10,2
201,5,2014,141,21,2
136,3,2014,76,17,0
199,5,2014,139,19,0
305,9,2014,245,2,1
305,9,2014,245,2,1
309,9,2014,249,6,5
347,10,2014,287,14,1
327,9,2014,267,24,2
288,8,2014,228,16,5
357,10,2014,297,24,4
335,10,2014,275,2,3
309,9,2014,249,6,5
329,9,2014,269,26,4
327,9,2014,267,24,2
202,5,2014,142,22,3
231,6,2014,171,20,4
232,6,2014,172,21,5
277,8,2014,217,5,1
362,10,2014,302,29,2
338,10,2014,278,5,6
353,10,2014,293,20,0
174,4,2014,114,24,3
340,10,2014,280,7,1
144,3,2014,84,25,1
274,8,2014,214,2,5
164,4,2014,104,14,0
356,10,2014,296,23,3
256,7,2014,196,15,1
171,4,2014,111,21,0
235,6,2014,175,24,1
142,3,2014,82,23,6
136,3,2014,76,17,0
335,10,2014,275,2,3
160,4,2014,100,10,3
255,7,2014,195,14,0
301,8,2014,241,29,4
277,8,2014,217,5,1
358,10,2014,298,25,5
215,6,2014,155,4,2
138,3,2014,78,19,2
308,9,2014,248,5,4
229,6,2014,169,18,2
248,7,2014,188,7,0
350,10,2014,290,17,4
137,3,2014,77,18,1
362,10,2014,302,29,2
138,3,2014,78,19,2
334,10,2014,274,1,2
203,5,2014,143,23,4
310,9,2014,250,7,6
357,10,2014,297,24,4
154,4,2014,94,4,4
81,1,2014,21,21,1
125,3,2014,65,6,3
265,7,2014,205,24,3
257,7,2014,197,16,2
243,7,2014,183,2,2
165,4,2014,105,15,1
224,6,2014,164,13,4
131,3,2014,71,12,2
180,4,2014,120,30,2
216,6,2014,156,5,3
307,9,2014,247,4,3
326,9,2014,266,23,1
312,9,2014,252,9,1
318,9,2014,258,15,0
258,7,2014,198,17,3
348,10,2014,288,15,2
355,10,2014,295,22,2
164,4,2014,104,14,0
269,7,2014,209,28,0
313,9,2014,253,10,2
271,7,2014,211,30,2
256,7,2014,196,15,1
304,9,2014,244,1,0
347,10,2014,287,14,1
266,7,2014,206,25,4
203,5,2014,143,23,4
235,6,2014,175,24,1
307,9,2014,247,4,3
309,9,2014,249,6,5
274,8,2014,214,2,5
177,4,2014,117,27,6
231,6,2014,171,20,4
350,10,2014,290,17,4
138,3,2014,78,19,2
281,8,2014,221,9,5
151,4,2014,91,1,1
228,6,2014,168,17,1
314,9,2014,254,11,3
203,5,2014,143,23,4
296,8,2014,236,24,6
342,10,2014,282,9,3
136,3,2014,76,17,0
75,1,2014,15,15,2
125,3,2014,65,6,3
221,6,2014,161,10,1
232,6,2014,172,21,5
73,1,2014,13,13,0
303,8,2014,243,31,6
300,8,2014,240,28,3
80,1,2014,20,20,0
104,2,2014,44,13,3
342,10,2014,282,9,3
268,7,2014,208,27,6
161,4,2014,101,11,4
305,9,2014,245,2,1
222,6,2014,162,11,2
257,7,2014,197,16,2
350,10,2014,290,17,4
261,7,2014,201,20,6
305,9,2014,245,2,1
312,9,2014,252,9,1
187,5,2014,127,7,2
217,6,2014,157,6,4
203,5,2014,143,23,4
311,9,2014,251,8,0
362,10,2014,302,29,2
366,11,2014,306,2,6
231,6,2014,171,20,4
103,2,2014,43,12,2
254,7,2014,194,13,6
313,9,2014,253,10,2
333,9,2014,273,30,1
365,11,2014,305,1,5
208,5,2014,148,28,2
240,6,2014,180,29,6
267,7,2014,207,26,5
128,3,2014,68,9,6
140,3,2014,80,21,4
71,1,2014,11,11,5
320,9,2014,260,17,2
281,8,2014,221,9,5
348,10,2014,288,15,2
349,10,2014,289,16,3
364,10,2014,304,31,4
312,9,2014,252,9,1
347,10,2014,287,14,1
255,7,2014,195,14,0
82,1,2014,22,22,2
115,2,2014,55,24,0
187,5,2014,127,7,2
347,10,2014,287,14,1
147,3,2014,87,28,4
323,9,2014,263,20,5
362,10,2014,302,29,2
343,10,2014,283,10,4
319,9,2014,259,16,1
220,6,2014,160,9,0
336,10,2014,276,3,4
266,7,2014,206,25,4
311,9,2014,251,8,0
74,1,2014,14,14,1
80,1,2014,20,20,0
355,10,2014,295,22,2
351,10,2014,291,18,5
293,8,2014,233,21,3
131,3,2014,71,12,2
293,8,2014,233,21,3
325,9,2014,265,22,0
77,1,2014,17,17,4
264,7,2014,204,23,2
133,3,2014,73,14,4
354,10,2014,294,21,1
138,3,2014,78,19,2
328,9,2014,268,25,3
125,3,2014,65,6,3
145,3,2014,85,26,2
196,5,2014,136,16,4
293,8,2014,233,21,3
362,10,2014,302,29,2
257,7,2014,197,16,2
147,3,2014,87,28,4
69,1,2014,9,9,3
343,10,2014,283,10,4
340,10,2014,280,7,1
243,7,2014,183,2,2
270,7,2014,210,29,1
215,6,2014,155,4,2
362,10,2014,302,29,2
235,6,2014,175,24,1
313,9,2014,253,10,2
189,5,2014,129,9,4
149,3,2014,89,30,6
309,9,2014,249,6,5
344,10,2014,284,11,5
206,5,2014,146,26,0
225,6,2014,165,14,5
348,10,2014,288,15,2
209,5,2014,149,29,3
133,3,2014,73,14,4
341,10,2014,281,8,2
312,9,2014,252,9,1
267,7,2014,207,26,5
71,1,2014,11,11,5
225,6,2014,165,14,5
355,10,2014,295,22,2
224,6,2014,164,13,4
145,3,2014,85,26,2
139,3,2014,79,20,3
187,5,2014,127,7,2
315,9,2014,255,12,4
277,8,2014,217,5,1
313,9,2014,253,10,2
222,6,2014,162,11,2
248,7,2014,188,7,0
207,5,2014,147,27,1
326,9,2014,266,23,1
206,5,2014,146,26,0
203,5,2014,143,23,4
281,8,2014,221,9,5
239,6,2014,179,28,5
355,10,2014,295,22,2
357,10,2014,297,24,4
189,5,2014,129,9,4
255,7,2014,195,14,0
302,8,2014,242,30,5
103,2,2014,43,12,2
229,6,2014,169,18,2
259,7,2014,199,18,4
223,6,2014,163,12,3
257,7,2014,197,16,2
341,10,2014,281,8,2
360,10,2014,300,27,0
294,8,2014,234,22,4
139,3,2014,79,20,3
292,8,2014,232,20,2
228,6,2014,168,17,1
271,7,2014,211,30,2
308,9,2014,248,5,4
87,1,2014,27,27,0
222,6,2014,162,11,2
357,10,2014,297,24,4
192,5,2014,132,12,0
354,10,2014,294,21,1
216,6,2014,156,5,3
312,9,2014,252,9,1
315,9,2014,255,12,4
348,10,2014,288,15,2
268,7,2014,208,27,6
331,9,2014,271,28,6
259,7,2014,199,18,4
203,5,2014,143,23,4
148,3,2014,88,29,5
194,5,2014,134,14,2
317,9,2014,257,14,6
291,8,2014,231,19,1
347,10,2014,287,14,1
314,9,2014,254,11,3
320,9,2014,260,17,2
292,8,2014,232,20,2
236,6,2014,176,25,2
110,2,2014,50,19,2
143,3,2014,83,24,0
299,8,2014,239,27,2
244,7,2014,184,3,3
130,3,2014,70,11,1
355,10,2014,295,22,2
312,9,2014,252,9,1
269,7,2014,209,28,0
343,10,2014,283,10,4
245,7,2014,185,4,4
227,6,2014,167,16,0
349,10,2014,289,16,3
112,2,2014,52,21,4
159,4,2014,99,9,2
313,9,2014,253,10,2
277,8,2014,217,5,1
286,8,2014,226,14,3
347,10,2014,287,14,1
302,8,2014,242,30,5
305,9,2014,245,2,1
281,8,2014,221,9,5
310,9,2014,250,7,6
200,5,2014,140,20,1
366,11,2014,306,2,6
129,3,2014,69,10,0
276,8,2014,216,4,0
326,9,2014,266,23,1
201,5,2014,141,21,2
367,11,2014,307,3,0
250,7,2014,190,9,2
328,9,2014,268,25,3
159,4,2014,99,9,2
242,7,2014,182,1,1
230,6,2014,170,19,3
349,10,2014,289,16,3
179,4,2014,119,29,1
248,7,2014,188,7,0
228,6,2014,168,17,1
175,4,2014,115,25,4
108,2,2014,48,17,0
316,9,2014,256,13,5
314,9,2014,254,11,3
358,10,2014,298,25,5
347,10,2014,287,14,1
312,9,2014,252,9,1
142,3,2014,82,23,6
327,9,2014,267,24,2
231,6,2014,171,20,4
138,3,2014,78,19,2
365,11,2014,305,1,5
262,7,2014,202,21,0
236,6,2014,176,25,2
250,7,2014,190,9,2
258,7,2014,198,17,3
333,9,2014,273,30,1
279,8,2014,219,7,3
268,7,2014,208,27,6
217,6,2014,157,6,4
369,11,2014,309,5,2
302,8,2014,242,30,5
174,4,2014,114,24,3
274,8,2014,214,2,5
165,4,2014,105,15,1
332,9,2014,272,29,0
231,6,2014,171,20,4
201,5,2014,141,21,2
178,4,2014,118,28,0
203,5,2014,143,23,4
168,4,2014,108,18,4
265,7,2014,205,24,3
312,9,2014,252,9,1
225,6,2014,165,14,5
194,5,2014,134,14,2
222,6,2014,162,11,2
235,6,2014,175,24,1
238,6,2014,178,27,4
115,2,2014,55,24,0
180,4,2014,120,30,2
339,10,2014,279,6,0
204,5,2014,144,24,5
302,8,2014,242,30,5
260,7,2014,200,19,5
113,2,2014,53,22,5
236,6,2014,176,25,2
270,7,2014,210,29,1
256,7,2014,196,15,1
209,5,2014,149,29,3
274,8,2014,214,2,5
203,5,2014,143,23,4
336,10,2014,276,3,4
209,5,2014,149,29,3
197,5,2014,137,17,5
327,9,2014,267,24,2
210,5,2014,150,30,4
232,6,2014,172,21,5
272,7,2014,212,31,3
350,10,2014,290,17,4
260,7,2014,200,19,5
343,10,2014,283,10,4
296,8,2014,236,24,6
83,1,2014,23,23,3
355,10,2014,295,22,2
224,6,2014,164,13,4
355,10,2014,295,22,2
228,6,2014,168,17,1
227,6,2014,167,16,0
360,10,2014,300,27,0
214,6,2014,154,3,1
256,7,2014,196,15,1
319,9,2014,259,16,1
286,8,2014,226,14,3
254,7,2014,194,13,6
254,7,2014,194,13,6
238,6,2014,178,27,4
253,7,2014,193,12,5
225,6,2014,165,14,5
199,5,2014,139,19,0
145,3,2014,85,26,2
287,8,2014,227,15,4
357,10,2014,297,24,4
298,8,2014,238,26,1
334,10,2014,274,1,2
317,9,2014,257,14,6
146,3,2014,86,27,3
268,7,2014,208,27,6
291,8,2014,231,19,1
344,10,2014,284,11,5
256,7,2014,196,15,1
341,10,2014,281,8,2
311,9,2014,251,8,0
186,5,2014,126,6,1
159,4,2014,99,9,2
232,6,2014,172,21,5
309,9,2014,249,6,5
218,6,2014,158,7,5
271,7,2014,211,30,2
111,2,2014,51,20,3
254,7,2014,194,13,6
343,10,2014,283,10,4
293,8,2014,233,21,3
299,8,2014,239,27,2
289,8,2014,229,17,6
257,7,2014,197,16,2
278,8,2014,218,6,2
206,5,2014,146,26,0
228,6,2014,168,17,1
256,7,2014,196,15,1
229,6,2014,169,18,2
297,8,2014,237,25,0
249,7,2014,189,8,1
293,8,2014,233,21,3
319,9,2014,259,16,1
276,8,2014,216,4,0
332,9,2014,272,29,0
294,8,2014,234,22,4
202,5,2014,142,22,3
259,7,2014,199,18,4
347,10,2014,287,14,1
347,10,2014,287,14,1
131,3,2014,71,12,2
278,8,2014,218,6,2
110,2,2014,50,19,2
151,4,2014,91,1,1
251,7,2014,191,10,3
215,6,2014,155,4,2
187,5,2014,127,7,2
102,2,2014,42,11,1
311,9,2014,251,8,0
347,10,2014,287,14,1
309,9,2014,249,6,5
152,4,2014,92,2,2
222,6,2014,162,11,2
84,1,2014,24,24,4
299,8,2014,239,27,2
259,7,2014,199,18,4
158,4,2014,98,8,1
285,8,2014,225,13,2
278,8,2014,218,6,2
366,11,2014,306,2,6
319,9,2014,259,16,1
232,6,2014,172,21,5
344,10,2014,284,11,5
333,9,2014,273,30,1
230,6,2014,170,19,3
269,7,2014,209,28,0
308,9,2014,248,5,4
292,8,2014,232,20,2
111,2,2014,51,20,3
272,7,2014,212,31,3
214,6,2014,154,3,1
322,9,2014,262,19,4
208,5,2014,148,28,2
268,7,2014,208,27,6
159,4,2014,99,9,2
275,8,2014,215,3,6
149,3,2014,89,30,6
341,10,2014,281,8,2
82,1,2014,22,22,2
119,2,2014,59,28,4
279,8,2014,219,7,3
308,9,2014,248,5,4
339,10,2014,279,6,0
364,10,2014,304,31,4
164,4,2014,104,14,0
81,1,2014,21,21,1
362,10,2014,302,29,2
325,9,2014,265,22,0
266,7,2014,206,25,4
333,9,2014,273,30,1
300,8,2014,240,28,3
299,8,2014,239,27,2
330,9,2014,270,27,5
250,7,2014,190,9,2
268,7,2014,208,27,6
158,4,2014,98,8,1
240,6,2014,180,29,6
279,8,2014,219,7,3
333,9,2014,273,30,1
345,10,2014,285,12,6
343,10,2014,283,10,4
228,6,2014,168,17,1
220,6,2014,160,9,0
88,1,2014,28,28,1
256,7,2014,196,15,1
313,9,2014,253,10,2
166,4,2014,106,16,2
244,7,2014,184,3,3
357,10,2014,297,24,4
326,9,2014,266,23,1
313,9,2014,253,10,2
105,2,2014,45,14,4
145,3,2014,85,26,2
340,10,2014,280,7,1
168,4,2014,108,18,4
145,3,2014,85,26,2
74,1,2014,14,14,1
360,10,2014,300,27,0
313,9,2014,253,10,2
200,5,2014,140,20,1
123,3,2014,63,4,1
271,7,2014,211,30,2
256,7,2014,196,15,1
308,9,2014,248,5,4
237,6,2014,177,26,3
315,9,2014,255,12,4
150,3,2014,90,31,0
159,4,2014,99,9,2
108,2,2014,48,17,0
76,1,2014,16,16,3
319,9,2014,259,16,1
185,5,2014,125,5,0
188,5,2014,128,8,3
339,10,2014,279,6,0
301,8,2014,241,29,4
76,1,2014,16,16,3
267,7,2014,207,26,5
196,5,2014,136,16,4
326,9,2014,266,23,1
338,10,2014,278,5,6
195,5,2014,135,15,3
263,7,2014,203,22,1
164,4,2014,104,14,0
367,11,2014,307,3,0
115,2,2014,55,24,0
270,7,2014,210,29,1
176,4,2014,116,26,5
347,10,2014,287,14,1
344,10,2014,284,11,5
216,6,2014,156,5,3
220,6,2014,160,9,0
154,4,2014,94,4,4
295,8,2014,235,23,5
280,8,2014,220,8,4
353,10,2014,293,20,0
207,5,2014,147,27,1
338,10,2014,278,5,6
171,4,2014,111,21,0
117,2,2014,57,26,2
313,9,2014,253,10,2
319,9,2014,259,16,1
301,8,2014,241,29,4
188,5,2014,128,8,3
313,9,2014,253,10,2
326,9,2014,266,23,1
301,8,2014,241,29,4
245,7,2014,185,4,4
217,6,2014,157,6,4
348,10,2014,288,15,2
332,9,2014,272,29,0
346,10,2014,286,13,0
150,3,2014,90,31,0
362,10,2014,302,29,2
112,2,2014,52,21,4
202,5,2014,142,22,3
221,6,2014,161,10,1
314,9,2014,254,11,3
308,9,2014,248,5,4
170,4,2014,110,20,6
249,7,2014,189,8,1
222,6,2014,162,11,2
147,3,2014,87,28,4
336,10,2014,276,3,4
341,10,2014,281,8,2
249,7,2014,189,8,1
333,9,2014,273,30,1
206,5,2014,146,26,0
312,9,2014,252,9,1
261,7,2014,201,20,6
342,10,2014,282,9,3
305,9,2014,245,2,1
238,6,2014,178,27,4
349,10,2014,289,16,3
257,7,2014,197,16,2
174,4,2014,114,24,3
363,10,2014,303,30,3
